,3251
state/country: india; county: maharastra; town/area: pune; mine/site: n/a,1
state/country: india; county: maharashtra; town/area: pune; mine/site: n/a,1
state/country: oregon; county: malheur; town/area: n/a; mine/site: lake owyhee state,1
state/country: russia; county: kola peninsula; town/area: khibina massif; mine/site: rasvumcheit mt.,1
state/country: california; county: fresno; town/area: rush creek; mine/site: esquire #1,1
"state/country: italy; county: campania; town/area: napoli; mine/site: cava novella, near pollena-trocchia",1
state/country: italy; county: umbria; town/area: marsciano; mine/site: san venanzo volcano,1
state/country: russia; county: olekminsk; town/area: murun massif; mine/site: n/a,1
"state/country: greenland; county: n/a; town/area: ilimaussaq; mine/site: kangerd, luarkssuk",1
state/country: russia; county: kola peninsula; town/area: lovozero massif; mine/site: mount karnasur,1
state/country: sweden; county: boliden; town/area: varutrask; mine/site: n/a,1
state/country: australia; county: west australia; town/area: n/a; mine/site: londonderry quarry,1
state/country: italy; county: rome; town/area: capo di bova; mine/site: n/a,1
state/country: connecticut; county: middlesex; town/area: portland; mine/site: walden,1
state/country: california; county: mariposa; town/area: incline; mine/site: trumbull peak,1
state/country: australia; county: new south wales; town/area: broken hill; mine/site: kintore open cut,1
state/country: ontonagon; county: n/a; town/area: adventure; mine/site: n/a,1
state/country: colorado; county: lake; town/area: climax; mine/site: chalk mtn.,1
state/country: canada; county: ontario; town/area: brannockburn; mine/site: n/a,1
state/country: norway; county: larvik; town/area: tjylling; mine/site: n/a,1
state/country: canada; county: ontario; town/area: vermilion bay; mine/site: game lake,1
state/country: canada; county: ontario; town/area: perry sound; mine/site: n/a,1
state/country: wisconsin; county: marathon; town/area: n/a; mine/site: wimmer pit #3,1
state/country: michigan; county: dickinson; town/area: felch; mine/site: felch marcasite,1
state/country: montana; county: madison; town/area: n/a; mine/site: n/a,1
state/country: canada; county: ontario; town/area: perth; mine/site: n/a,1
state/country: peru; county: northern region; town/area: n/a; mine/site: n/a,1
state/country: california; county: san diego; town/area: stewart mtns.; mine/site: n/a,1
state/country: iwo jima; county: n/a; town/area: n/a; mine/site: n/a,1
state/country: minnesota; county: n/a; town/area: crystal bay; mine/site: n/a,1
state/country: madagascar; county: n/a; town/area: bekily; mine/site: n/a,1
state/country: new york; county: essex; town/area: crown point; mine/site: n/a,1
state/country: norway; county: n/a; town/area: kragero; mine/site: n/a,1
state/country: bolivia; county: dept. of cochabamba; town/area: alta chapare; mine/site: n/a,1
state/country: russia; county: north ural (west part); town/area: yaruta mtn.; mine/site: tl,1
state/country: italy; county: napoli; town/area: near ercolano vesuvio; mine/site: n/a,1
state/country: italy; county: tuscany; town/area: grosseto; mine/site: casa colina,1
state/country: italy; county: toscana; town/area: pitigliano; mine/site: n/a,1
state/country: italy; county: tuscany; town/area: grosseto; mine/site: pitigliano,1
state/country: italy; county: vesuvius; town/area: vulcano; mine/site: novella quarry,1
state/country: norway; county: n/a; town/area: langesundfjord; mine/site: n/a,1
state/country: canada; county: quebec; town/area: mt.st.hilaire; mine/site: n/a,1
state/country: canada; county: quebec; town/area: mt.st.hilaire; mine/site: poudrette quarry,1
state/country: scotland; county: sutherland; town/area: loch borralan; mine/site: allt a' mhullin,1
state/country: italy; county: rome; town/area: ariccia; mine/site: n/a,1
state/country: germany; county: rheinland pfalz; town/area: kaiserstuhl; mine/site: laacher see (eifel),1
state/country: afghanistan; county: badakhshan; town/area: firgamn; mine/site: n/a,1
state/country: rhode island; county: n/a; town/area: diamond hill; mine/site: n/a,1
state/country: new mexico; county: sierrra; town/area: winston; mine/site: n/a,1
state/country: canada; county: n/a; town/area: n/a; mine/site: osceola,1
state/country: canada; county: quebec; town/area: n/a; mine/site: n/a,1
state/country: switzerland; county: ticino; town/area: lago tremorgio; mine/site: n/a,1
state/country: south dakota; county: custer; town/area: black hills; mine/site: susan lode,1
state/country: canada; county: quebec; town/area: pointe au chene; mine/site: n/a,1
state/country: california; county: los angeles; town/area: vallermo; mine/site: n/a,1
state/country: canada; county: ontario; town/area: baptiste; mine/site: bower point rd.,1
state/country: new jersey; county: sussex; town/area: sparta; mine/site: limecrest quarry,1
state/country: norway; county: buskerud; town/area: eiker; mine/site: hamrefjell,1
state/country: connecticut; county: litchfield; town/area: new milford; mine/site: mucherino quarry,1
state/country: canada; county: ontario; town/area: hastings county; mine/site: diamond lake roadcut,1
state/country: new jersey; county: sussex; town/area: hamburg; mine/site: atlas quarry,1
state/country: canada; county: ontario; town/area: hastings; mine/site: diamond lake roadcut,1
state/country: new york; county: n/a; town/area: west pierrepont; mine/site: zinc corp of america,1
state/country: russia; county: kola peninsula; town/area: khibina massif; mine/site: rasvumchoor mt.,1
state/country: north carolina; county: cleveland; town/area: king's mtn.; mine/site: foote spodumene,1
state/country: greenland; county: n/a; town/area: ilimaussaq; mine/site: taseq slope,1
state/country: russia; county: kola peninsula; town/area: lovozero massif; mine/site: mt. karnasurt,1
state/country: greenland; county: n/a; town/area: kangerlussiq; mine/site: n/a,1
state/country: ireland; county: antrim; town/area: isle magee; mine/site: hillsport,1
state/country: norway; county: langesundefjord; town/area: barkevik; mine/site: n/a,1
state/country: washington; county: thurston; town/area: bucoda; mine/site: skookum-chuk dam,1
"state/country: arizona; county: pinal; town/area: ray ; mine/site: ""pearl handle pit"", 2800 ft. level, kennecott copper corp",1
state/country: oregon; county: grant; town/area: n/a; mine/site: beech creek,1
state/country: canada; county: british columbia; town/area: golden; mine/site: ice river,1
state/country: oregon; county: lion; town/area: foster; mine/site: green peter dam,1
"state/country: michigan; county: n/a; town/area: west of taconite harbor; mine/site: railway cut, mesabi railroad",1
state/country: germany; county: eifel; town/area: schelikopf; mine/site: near brenk,1
state/country: minnesota; county: cook; town/area: grand marias; mine/site: n/a,1
state/country: oregon; county: lake; town/area: lakeview; mine/site: n/a,1
state/country: california; county: kern; town/area: red rock canyon; mine/site: ricardo formtn,1
state/country: minnesota; county: lake; town/area: n/a; mine/site: tributary of st. louis river,1
state/country: michigan; county: keweenaw; town/area: n/a; mine/site: phoenix,1
state/country: washington; county: clark; town/area: so. fork lewis river; mine/site: n/a,1
state/country: oregon; county: benton; town/area: corvalis; mine/site: n/a,1
state/country: oregon; county: douglas; town/area: drain; mine/site: n/a,1
state/country: minnesota; county: lake; town/area: ilgen city; mine/site: roadcut hwy 61 n,1
state/country: michigan; county: houghton; town/area: houghton; mine/site: west houghton falls,1
state/country: italy; county: sardinia; town/area: osilo; mine/site: n/a,1
state/country: canada; county: quebec; town/area: mt. st. hilaire; mine/site: demix quarry,1
state/country: oregon; county: columbia; town/area: n/a; mine/site: goble pit,1
state/country: idaho; county: idaho; town/area: riggins; mine/site: n/a,1
state/country: no.lreland; county: antrim; town/area: garron plateau; mine/site: galboly,1
state/country: russia; county: kola peninsula; town/area: khibina massif; mine/site: mt. yukspor,1
state/country: northern ireland; county: county antrin; town/area: isle magee; mine/site: n/a,1
state/country: italy; county: n/a; town/area: rietle; mine/site: cupaello quarry,1
"state/country: italy; county: terni; town/area: rufina; mine/site: casa s, lazio region, near cupaello",1
"state/country: italy; county: campania; town/area: monte somma, vesuvius; mine/site: pollena quarry",1
state/country: germany; county: daun; town/area: zillsdorf; mine/site: n/a,1
state/country: scotland; county: argylshire; town/area: strontian; mine/site: bellsgrove,1
"state/country: italy; county: veneto; town/area: verona; mine/site: mt. calvarina, near ronca",1
state/country: germany; county: baden; town/area: kaiserstuhl; mine/site: n/a,1
state/country: arizona; county: pima; town/area: ajo pit; mine/site: phelps dodge,1
state/country: georgia ussr; county: n/a; town/area: akhaltsikhe; mine/site: n/a,1
state/country: oregon; county: lane; town/area: springfield butte; mine/site: n/a,1
state/country: canada; county: nova scotia; town/area: big brother island; mine/site: n/a,1
state/country: oregon; county: grant; town/area: john day river; mine/site: n/a,1
state/country: germany; county: hessen; town/area: voegelsberg; mine/site: herbstein,1
state/country: oregon; county: wheeler; town/area: spray; mine/site: n/a,1
state/country: russia; county: kazakhstan; town/area: sokolov-sorbaiskoe; mine/site: n/a,1
state/country: new mexico; county: grant; town/area: gila river; mine/site: n/a,1
state/country: arizona; county: maricopa; town/area: n/a; mine/site: horseshoe dam,1
state/country: italy; county: umbria; town/area: terni; mine/site: s. venanzo quarry,1
state/country: oregon; county: tillamook; town/area: cape lookout; mine/site: n/a,1
state/country: russia; county: siberia; town/area: chita region; mine/site: klichka,1
state/country: scotland; county: argylshire; town/area: strontian; mine/site: white smith,1
state/country: scotland; county: argylshire; town/area: highland; mine/site: strontian,1
state/country: oregon; county: n/a; town/area: malheur; mine/site: succor creek,1
state/country: oregon; county: lane; town/area: coburg hills; mine/site: n/a,1
state/country: michigan; county: keweenaw; town/area: n/a; mine/site: copper falls,1
state/country: minnesota; county: n/a; town/area: schroeder; mine/site: n/a,1
state/country: oregon; county: columbia; town/area: goble; mine/site: n/a,1
state/country: oregon; county: wheeler; town/area: spray; mine/site: burnt cabin creek,1
state/country: california; county: calaveras; town/area: melones dam; mine/site: stanislaus river,1
state/country: antarctica; county: terra nova bay; town/area: italian base; mine/site: n/a,1
state/country: nevada; county: washoe; town/area: saline valley; mine/site: n/a,1
state/country: california; county: san diego; town/area: mes grande; mine/site: himalaya,1
state/country: arizona; county: grand canyon national park; town/area: colorado river; mine/site: stone creek canyon (mile 132),1
state/country: michigan; county: dickinson; town/area: near norway; mine/site: site 70a kimberlite,1
state/country: california; county: modoc; town/area: lava beds monument; mine/site: mushpot cave,1
state/country: oregon; county: klamath; town/area: chemult; mine/site: n/a,1
state/country: nevada; county: n/a; town/area: virginia city; mine/site: n/a,1
state/country: california; county: lake; town/area: n/a; mine/site: sulfur bank,1
state/country: connecticut; county: new haven; town/area: meriden; mine/site: n/a,1
state/country: nevada; county: lyon; town/area: fernley; mine/site: n/a,1
state/country: oregon; county: lane; town/area: fall creek; mine/site: n/a,1
state/country: california; county: inyo; town/area: coso mtns.; mine/site: n/a,1
state/country: italy; county: n/a; town/area: rome; mine/site: albano hills,1
state/country: italy; county: lipari isl.; town/area: n/a; mine/site: n/a,1
state/country: california; county: modoc; town/area: alturas; mine/site: n/a,1
state/country: colorado; county: el paso; town/area: colorado springs; mine/site: n/a,1
state/country: so.dakota; county: custer; town/area: n/a; mine/site: n/a,1
state/country: colombia; county: n/a; town/area: cali; mine/site: n/a,1
state/country: nevada; county: mineral; town/area: gabbs valley; mine/site: n/a,1
state/country: oregon; county: n/a; town/area: n/a; mine/site: glass mtn.,1
state/country: california; county: inyo; town/area: coso hot springs; mine/site: glass mtn.,1
state/country: oregon; county: lincoln; town/area: n/a; mine/site: blodgett peak,1
state/country: california; county: imperial; town/area: niland; mine/site: salton sea,1
"state/country: ecuador; county: n/a; town/area: n/a; mine/site: cotopoxi volcano, 15,000 ft. level",1
"state/country: costa rica; county: n/a; town/area: n/a; mine/site: poas volcano, occurred 1956",1
state/country: nevada; county: white pine; town/area: ely; mine/site: n/a,1
state/country: california; county: mono; town/area: sherwin grade; mine/site: owensrivergorge,1
state/country: california; county: mono; town/area: owens valley; mine/site: fish slough,1
state/country: ecuador; county: galapagos isi.; town/area: bartolome; mine/site: cinder cone,1
state/country: washington; county: n/a; town/area: n/a; mine/site: mt. st. helens,1
state/country: california; county: mono; town/area: mono craters; mine/site: n/a,1
state/country: norway; county: jan mayen; town/area: n/a; mine/site: beach pebble from beerenbaum,1
state/country: utah; county: n/a; town/area: murray; mine/site: n/a,1
state/country: iceland; county: northwest; town/area: adalvik peninsula; mine/site: n/a,1
state/country: utah; county: n/a; town/area: n/a; mine/site: topaz mtn.,1
state/country: oregon; county: lane; town/area: noti; mine/site: n/a,1
state/country: germany; county: rhineland; town/area: siebengebirge; mine/site: drachenfels,1
state/country: canada; county: alberta; town/area: buffalo hills; mine/site: kimberlite k2,1
state/country: canada; county: north west territory; town/area: n/a; mine/site: orion kimberlite,1
state/country: canada; county: north west territory; town/area: n/a; mine/site: do-27 kimberlite,1
"state/country: canada; county: north west territory; town/area: gsc kimberlite; mine/site: ekati mine, lac gras area",1
state/country: canada; county: north west territory; town/area: n/a; mine/site: ranch lake kimberlite,1
state/country: california; county: eldorado; town/area: marognaville; mine/site: n/a,1
state/country: no.carolina; county: jackson; town/area: n/a; mine/site: n/a,1
state/country: minnesota; county: n/a; town/area: cold springs; mine/site: n/a,1
state/country: california; county: mariposa; town/area: cathay; mine/site: planada,1
state/country: vermont; county: washington; town/area: barre; mine/site: n/a,1
state/country: california; county: mariposa; town/area: yosemite valley; mine/site: sentinel,1
state/country: california; county: sacramento; town/area: folsom; mine/site: n/a,1
state/country: michigan; county: marquette; town/area: n/a; mine/site: yellow dog peridotite formation,1
state/country: minnesota; county: st. louis; town/area: duluth; mine/site: skyline drive,1
"state/country: arkansas; county: hempstead; town/area: n/a; mine/site: ""blue ground""",1
state/country: montana; county: hill; town/area: laredo; mine/site: bear paw mts.,1
state/country: michigan; county: iron; town/area: n/a; mine/site: camp 5 gravel pit (glacial clast) from coldwell alkaline complex,1
state/country: california; county: san diego; town/area: dohesa; mine/site: n/a,1
state/country: antarctica; county: antarctic peninsula; town/area: paradise harbor; mine/site: gonzalez videla station (chile),1
state/country: tennessee; county: n/a; town/area: flag pond; mine/site: unaka  range,1
state/country: argentina; county: gran chaco; town/area: n/a; mine/site: campo del cielo,1
state/country: germany; county: n.rhine-westphalia; town/area: steinheim; mine/site: n/a,1
state/country: germany; county: schwaben; town/area: nordlingen; mine/site: ries crater,1
state/country: russia; county: yakutia republic; town/area: river akhtaranda basin; mine/site: n/a,1
state/country: california; county: kern; town/area: ridgecrest; mine/site: el paso mts.,1
state/country: new zealand; county: nelson; town/area: takaka; mine/site: cobb valley,1
state/country: norway; county: telemark; town/area: sannidal; mine/site: n/a,1
"state/country: japan; county: kyoto; town/area: kameika-shi; mine/site: sakura, tenjin hill, hieda macho",1
state/country: new york; county: dutchess; town/area: wingdale; mine/site: n/a,1
state/country: california; county: riverside; town/area: riverside; mine/site: crestmore,1
state/country: nevada; county: lyon; town/area: yerington; mine/site: n/a,1
state/country: canada; county: nunavut; town/area: navy board inlet; mine/site: low point (from fault zone),1
state/country: wyoming; county: lander; town/area: n/a; mine/site: n/a,1
state/country: new zealand; county: fjordland; town/area: milford sound; mine/site: n/a,1
state/country: california; county: mariposa; town/area: el portal; mine/site: n/a,1
state/country: new zealand; county: westland; town/area: haast; mine/site: n/a,1
state/country: colorado; county: fremont; town/area: canyon city; mine/site: rainbow stone co.,1
state/country: namibia; county: karibib district; town/area: n/a; mine/site: n/a,1
state/country: california; county: calaveras; town/area: copperopolis; mine/site: n/a,1
state/country: greenland; county: n/a; town/area: ptarmigan is.; mine/site: n/a,1
state/country: montana; county: madison; town/area: virginia city; mine/site: 50 mi. se of town,1
state/country: california; county: inyo; town/area: deep springs; mine/site: n/a,1
state/country: california; county: inyo; town/area: wildrose; mine/site: n/a,1
state/country: california; county: plumas; town/area: n/a; mine/site: feather river canyon,1
state/country: california; county: lake; town/area: guenoc valley; mine/site: n/a,1
state/country: california; county: el dorado; town/area: chili bar; mine/site: n/a,1
state/country: michigan; county: banaga; town/area: mount arvon; mine/site: arvon slate quarry,1
state/country: minnesota; county: n/a; town/area: mesabi range; mine/site: n/a,1
state/country: california; county: calaveras; town/area: n/a; mine/site: garnet hill,1
state/country: mexico; county: chihuahua; town/area: allende; mine/site: n/a,1
state/country: argentina; county: n/a; town/area: chubut; mine/site: n/a,1
state/country: arizona; county: coconino; town/area: canyon diablo; mine/site: n/a,1
state/country: kansas; county: phillips; town/area: gretna; mine/site: n/a,1
state/country: australia; county: northern territory; town/area: henbury; mine/site: n/a,1
state/country: chile; county: atacama; town/area: atacama desert; mine/site: n/a,1
state/country: china; county: jilin; town/area: n/a; mine/site: n/a,1
state/country: colorado; county: weld; town/area: johnstown; mine/site: n/a,1
state/country: new mexico; county: roosevelt; town/area: n/a; mine/site: n/a,1
state/country: australia; county: queensland; town/area: n/a; mine/site: n/a,1
state/country: texas; county: ector; town/area: odessa; mine/site: n/a,1
state/country: chile; county: n/a; town/area: antofagasta; mine/site: n/a,1
state/country: arizona; county: graham; town/area: safford; mine/site: n/a,1
state/country: russia; county: maritime territory; town/area: n/a; mine/site: n/a,1
state/country: algeria; county: n/a; town/area: djebel hamimat; mine/site: n/a,1
state/country: chile; county: atacama; town/area: taltal; mine/site: n/a,1
state/country: australia; county: western australia; town/area: kimberly; mine/site: n/a,1
state/country: california; county: kern; town/area: indian wells valley; mine/site: mirror lake,1
state/country: california; county: contra costa; town/area: pt. richmond; mine/site: blake bro. quarry,1
state/country: guyana; county: n/a; town/area: n/a; mine/site: n/a,1
state/country: california; county: inyo; town/area: death valley; mine/site: mosaic canyon,1
state/country: namibia; county: n/a; town/area: namib desert; mine/site: n/a,1
state/country: california; county: kern; town/area: ridgecrest; mine/site: n/a,1
state/country: minnesota; county: pipestone; town/area: pipestone; mine/site: n/a,1
state/country: indiana; county: harrison; town/area: corydon; mine/site: corydon rock crusher quarry,1
state/country: california; county: n/a; town/area: valyermo; mine/site: san andreas sag pond,1
state/country: california; county: kern; town/area: red rock canyon; mine/site: n/a,1
state/country: missouri; county: n/a; town/area: boynton; mine/site: n/a,1
"state/country: california; county: contra costa; town/area: berkeley hills; mine/site: near lake temescal, east bay utility district tunnel",1
state/country: australia ?; county: queensland; town/area: coral sea; mine/site: great barrier reef,1
state/country: germany; county: n/a; town/area: n/a; mine/site: solnhofen (?),1
state/country: california; county: inyo; town/area: n/a; mine/site: fossil falls,1
state/country: california; county: inyo; town/area: death valley; mine/site: near scotty's castle,1
state/country: california; county: lassen; town/area: mt. lassen; mine/site: thermal vent,1
state/country: michigan; county: jackson; town/area: blue ridge esker; mine/site: gravel pit,1
state/country: california; county: contra costa; town/area: pt.richmond; mine/site: blake bro. quarry,1
state/country: california; county: el dorado; town/area: cool; mine/site: gragco products quarry,1
state/country: texas; county: n/a; town/area: waco; mine/site: n/a,1
state/country: california; county: inyo; town/area: westgard pass; mine/site: n/a,1
state/country: california; county: inyo; town/area: white mtns.; mine/site: n/a,1
state/country: italy; county: n/a; town/area: appuan alps; mine/site: carrara,1
state/country: namibia; county: n/a; town/area: kalahari desert; mine/site: n/a,1
"state/country: canada; county: nunavut; town/area: radstock bay, caswell tower; mine/site: 74 38' n 090 36'w",1
state/country: iceland; county: n/a; town/area: n/a; mine/site: krafla caldera,1
state/country: california; county: san francisco; town/area: san francisco; mine/site: n/a,1
state/country: australia; county: tasmania; town/area: strahan; mine/site: king river forest reserve,1
state/country: california; county: channel islands; town/area: santa cruz island; mine/site: coches prieta beach,1
state/country: england; county: cheshire; town/area: st. andrew; mine/site: mottram,1
state/country: california; county: inyo; town/area: death valley; mine/site: n/a,1
state/country: australia; county: northern territory; town/area: uluru; mine/site: n/a,1
state/country: ecuador; county: galapagos isi.; town/area: bartolome; mine/site: n/a,1
state/country: ecuador; county: galapagos isi.; town/area: floreana; mine/site: post office bay,1
state/country: ecuador; county: galapagos isi.; town/area: espanola; mine/site: gardner bay,1
state/country: ecuador; county: galapagos isi.; town/area: rabida; mine/site: n/a,1
"state/country: california; county: fresno; town/area: coalinga; mine/site: hwy 198, 4 miles w of coalinga",1
state/country: so.dakota; county: n/a; town/area: nemo; mine/site: n/a,1
state/country: new zealand; county: cantebury; town/area: white cliffs; mine/site: n/a,1
state/country: wyoming; county: n/a; town/area: green river formation; mine/site: n/a,1
state/country: california; county: napa; town/area: mt. st. john; mine/site: deer creek valley,1
state/country: california; county: san bernardino; town/area: north of trona; mine/site: valley wells limestone,1
state/country: california; county: north of trona; town/area: valley wells; mine/site: limestone quarry,1
state/country: missouri; county: newton; town/area: seneca; mine/site: n/a,1
state/country: california; county: san bernardino; town/area: salt wells valley; mine/site: n/a,1
state/country: pennsylvania; county: luzerne; town/area: wilkes barre; mine/site: blue coal corp,1
state/country: laos; county: plain of jars; town/area: nong et; mine/site: n/a,1
state/country: australia; county: south australia; town/area: wilpena cattle station; mine/site: n/a,1
state/country: texas; county: n/a; town/area: ledbetter; mine/site: n/a,1
state/country: australia; county: tasmania; town/area: ten mile; mine/site: mt. darwin,1
state/country: georgia; county: dodge; town/area: chester; mine/site: n/a,1
state/country: ivory coast; county: ivory coast; town/area: n/a; mine/site: n/a,1
state/country: egypt; county: n/a; town/area: n/a; mine/site: n/a,1
state/country: czechoslovakia ?; county: n/a; town/area: n/a; mine/site: n/a,1
state/country: china; county: n/a; town/area: hinan island; mine/site: n/a,1
state/country: philippines; county: n/a; town/area: anda paraganasia; mine/site: n/a,1
state/country: philippine isi.; county: palawan; town/area: busuanga is.; mine/site: n/a,1
state/country: siam; county: pailin; town/area: n/a; mine/site: n/a,1
